"case_id","Pl_type_verdict","Pl_type_judgement","Pl_type_minutes","Def_type_verdict","Def_type_judgement","Def_type_minutes","Pl_gender_verdict","Pl_gender_judgement","Def_gender_verdict","Def_gender_judgement","Number_pl_verdict","Number_pl_judgement","Number_def_verdict","Number_def_judgement","Trial_start_minutes","Trial_start_docket","Verdict_date_minutes","Verdict_date_docket","NumberofDaysinTrial","NumberofDaysinTrial_docket","Multiple_trials_note","Judge_initial_assignment","Magistrate_assignment","Judge_jury_trial_minutes","Judge_jury_trial_docket","SeatedJurySize_beg","SeatedJurySize_end","JuryPoolSize","Excused_by_court","Plaintiff_challenges","Defendant_challenges","Voir_dire_start","Voir_dire_end","Voir_dire_recess_times","Voir_dire_recess_length","Voir_dire_time","VD_extras","Deliberation_time","Deliberation_time_flag","Deliberation_days","Delib_schedule","Non_economic_damages_requested","Punitive_damages_requested","Monetary_award","Outcome_verdict","Outcome_judgement","Outcome_docket","Verdict_note","Non_economic_damages_awarded","Punitive_damages_awarded","Percent_plaintiff_liable","Damages_itemized","Damages_sum_check"
"601142","individual","individual","individual","city","city","city","Female","Female",NA,NA,"1","1","1","1","04/12/2010","04/12/2010","04/21/2010","04/21/2010","7","7",NA,NA,NA,"Senior Judge Walker D. Miller","Judge Walker D. Miller","8","6",NA,NA,"3","3","02:07 PM","03:46 PM","02:37 PM to 02:57 PM",20,79,"At 3:45 p.m. jury sworn; at 3:46 p.m. instructions read to the jury — the swearing timestamp (3:45 PM) is used as voir dire end per the swearing entry having its own timestamp, but the next timestamp (3:46 PM) is recorded as voir dire end since the swearing entry at 3:45 PM stands alone.",239,NA,1,"Day 1: 12:42 PM to 4:41 PM, 239 min","YES","NO",0,"defendant","defendant","defendant","All questions answered in favor of defendant. Questions 1 (sex discrimination), 2 (retaliation), 3 (age discrimination), 5 (civil rights violation), and 6 (due process) all answered No. Question 4 (willfulness) was skipped per instructions since Q3 was No. Questions 7 and 8 (damages) were left blank as no liability was found.",NA,NA,NA,"[{""question"":""Question 7 — Back pay damages arising from age discrimination and/or civil rights violation"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Question 8 — Compensatory damages arising from sex discrimination, retaliation, Equal Protection, and/or Due Process violations"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""}]","verify — one or more line items had no amount"
"701355","federal government, corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"2","2","3","3","11/01/2010","11/01/2010","11/22/2010","11/22/2010","15","15",NA,NA,NA,"Judge Lewis T. Babcock","Judge Lewis T. Babcock","9","8",NA,"1","3","3","09:45 AM","10:37 AM",NA,0,52,"At 09:35, jury panel sworn for voir dire before voir dire commenced at 09:45. At 10:28, a bench conference occurred before voir dire was completed at 10:37.",287,NA,1,"Day 1: 9:03 AM to 1:50 PM, 287 min","NO","NO",5443416,"plaintiff","plaintiff","plaintiff","Document contains 2 verdict forms: Form 1 covers Sun/F&D claims against JV and Travelers (plaintiff prevails, $4,143,416 total damages, $1,300,000 allocated to F&D subrogation); Form 2 covers JV counterclaims against Sun and F&D (jury found NO for JV claims against Sun, questions 2-4 left blank/unanswered).",NA,NA,NA,"[{""question"":""Form 1 — Total damages awarded to Sun and/or F&D against JV and Travelers"",""amount"":4143416,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form 1 — Portion of total damages to which F&D is entitled pursuant to assignment/subrogation claim"",""amount"":1300000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form 2 — Total damages awarded to JV against Sun (if JV proven claims against Sun)"",""amount"":{},""recipient"":""defendant"",""type"":""economic""},{""question"":""Form 2 — Portion of JV damages against F&D under the bond"",""amount"":{},""recipient"":""defendant"",""type"":""economic""}]","verify — one or more line items had no amount"
"701355","federal government, corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"2","2","3","3","11/19/2010","11/01/2010","11/22/2010","11/22/2010","15","15",NA,NA,NA,"Judge Lewis T. Babcock","Judge Lewis T. Babcock",NA,"8",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,287,NA,1,"Day 1: 9:03 AM to 1:50 PM, 287 min","NO","NO",5443416,"plaintiff","plaintiff","plaintiff","Document contains 2 verdict forms: Form 1 covers Sun/F&D claims against JV and Travelers (plaintiff prevails, $4,143,416 total damages, $1,300,000 allocated to F&D subrogation); Form 2 covers JV counterclaims against Sun and F&D (jury found NO for JV claims against Sun, questions 2-4 left blank/unanswered).",NA,NA,NA,"[{""question"":""Form 1 — Total damages awarded to Sun and/or F&D against JV and Travelers"",""amount"":4143416,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form 1 — Portion of total damages to which F&D is entitled pursuant to assignment/subrogation claim"",""amount"":1300000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form 2 — Total damages awarded to JV against Sun (if JV proven claims against Sun)"",""amount"":{},""recipient"":""defendant"",""type"":""economic""},{""question"":""Form 2 — Portion of JV damages against F&D under the bond"",""amount"":{},""recipient"":""defendant"",""type"":""economic""}]","verify — one or more line items had no amount"
"800996","individual","individual","individual","individual","individual, corporation","individual","Mixed","Mixed","Male","Male","2","2","1","1","03/15/2010","03/15/2010","03/18/2010","03/18/2010","4","4",NA,NA,NA,"Senior District Judge Richard P. Matsch","Judge Richard P. Matsch","12","10",NA,"3","3","3","08:52 AM","11:12 AM","10:42 AM to 11:07 AM",25,115,"At 10:26-10:27 a.m. bench conference where counsel pass jurors for cause; plaintiffs' and defendant's peremptory challenges exercised; twelve jurors selected; court instructs jurors; jurors excused — all occurring before jurors sworn at 11:07 a.m. session. At 11:07 a.m. jurors present noted before swearing.",167,NA,1,"Day 1: 9:41 AM to 12:28 PM, 167 min","YES","NO",0,"defendant","defendant","defendant","Jury found no negligence on Question 1 (defendant not negligent); remaining questions left unanswered per instructions.",NA,NA,NA,"[{""question"":""Economic damages and losses for Kathy D. Cruz"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Non-economic damages and losses for Kathy D. Cruz"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Damages caused to Ramon L. Cruz"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount"
"900908","individual","individual","individual","corporation","corporation, individual","corporation","Female","Female",NA,"Male","1","1","1","1","10/03/2011","10/03/2011","10/06/2011","10/06/2011","4","4",NA,NA,NA,"Chief Judge Wiley Y. Daniel","Chief Judge Wiley Y. Daniel","10","10",NA,"3","3","3","10:12 AM","1:17 PM","11:43 AM to 12:02 PM",19,166,"At 10:01 a.m. Court in Session with jury present and Court's opening remarks to prospective jurors preceded the voir dire oath given at 10:02 a.m., before voir dire by Court commenced at 10:12 a.m. At 1:16 p.m. jury sworn to try the case, followed at 1:17 p.m. by Court reading preliminary jury instructions (the next timestamp after the swearing).",226,NA,2,"Day 1: 2:49 PM to 5:05 PM, 136 min; Day 2: 9:00 AM to 10:30 AM, 90 min","YES","YES",0,"defendant","defendant","defendant","Jury answered No to questions 1, 2, and 3 (hostile work environment, supervisor creation, and damages), ending deliberation per instructions. Questions 4-7 were not answered.",NA,NA,NA,"[{""question"":""Q6 — Emotional pain and mental anguish damages"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q7(c) — Punitive damages against Defendant"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""}]","verify — one or more line items had no amount"
"902413","corporation","corporation","corporation","city, individual","city, individual","city",NA,NA,"Male","Male","1","1","2","2","08/20/2012","04/14/2014","08/29/2012","04/18/2014","7","5","Two trial sequences: first trial August 2012 (Days 1-7, 8/20/2012-8/29/2012) ended with jury verdict in favor of defendants, which was subsequently reversed on appeal as to breach of contract claim; second trial April 2014 (Days 1-5, 4/14/2014-4/18/2014) returned verdict in favor of plaintiff. Final completed trial: 5 days; first trial (reversed on appeal): 7 days.",NA,NA,"Chief Judge Wiley Y. Daniel","Judge Wiley Y. Daniel","10","10",NA,NA,"3","3","10:29 AM","02:26 PM","12:10 PM to 01:34 PM",84,153,"At 10:17 a.m. Court in Session with jury present and Court's opening remarks to prospective jurors preceded voir dire oath given at 10:19 a.m. before voir dire commenced at 10:29 a.m. At 2:25 p.m. jury sworn to try the case, followed by preliminary jury instructions read by Court at 2:26 p.m.",413,NA,1,"Day 1: 9:00 AM to 3:53 PM, 413 min","NO","YES",0,"defendant","defendant","plaintiff","Document contains 2 verdict forms: Form 1 (Doc 148-8) covers breach of contract claim against Town of Akron; Form 2 (Doc 148-9) covers 14th Amendment procedural and substantive due process claims against Town of Akron and Carl McGuire. All questions answered No on both forms; no damages awarded to plaintiff.",NA,NA,NA,"[{""question"":""Form 1 — Compensatory Damages against Town of Akron (breach of contract)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form 2 — Compensatory Damages against Town of Akron (14th Amendment claims)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form 2 — Compensatory Damages against Carl McGuire (14th Amendment claims)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form 2 — Punitive Damages against Defendant McGuire"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""}]","verify — one or more line items had no amount"
"902434","individual","individual","individual","individual","individual","individual","Female","Female","Female","Female","1","1","1","1","01/14/2013","01/14/2013","01/15/2013","01/15/2013","2","2",NA,NA,NA,"Judge William J. Martínez","Judge William J. Martinez","8","8",NA,"2","3","3","08:44 AM","10:00 AM",NA,0,76,"At 08:32, jury panel present and court's opening remarks to the jury panel occurred before voir dire commenced at 08:44. At 09:46, jury sworn to try case; challenges for cause and peremptory challenges were recorded before swearing. Court's preliminary instructions to jury followed the swearing before the 10:00 recess.",96,NA,1,"Day 1: 11:35 AM to 1:11 PM, 96 min","YES","NO",0,"defendant","defendant","defendant","Defendant prevailed on all three claims: assault, battery, and intentional infliction of emotional distress.",NA,NA,NA,"[{""question"":""Q2 — Damages caused by assault"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q4 — Damages caused by battery"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q6 — Damages caused by intentional infliction of emotional distress"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""}]","verify — one or more line items had no amount"
"902977","corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"1","1","1","1","06/27/2011","06/27/2011","07/07/2011","07/07/2011","7","7",NA,NA,NA,"Judge Robert E. Blackburn","Judge Robert E. Blackburn","9",NA,NA,"1","3","3","08:44 AM","11:15 AM","10:11 AM to 10:25 AM",14,137,"At 8:44 AM, before voir dire commenced, the civil voir dire oath was given to the jury panel. At 11:07 AM, civil jury oath administered; nine jurors sworn to try the case listed before the 11:15 AM recess timestamp.",NA,"one or more days had unresolvable times — verify manually",1,NA,"NO","NO",1149950,"plaintiff","plaintiff","plaintiff","Jury found oral contract existed and was breached; awarded reliance damages with a mitigation reduction. Lost profits awarded as $0. Net damages: $829,325 + $425,000 + $425,000 = $1,679,325 gross reliance damages, reduced by $529,375 for failure to mitigate.",NA,NA,NA,"[{""question"":""Lost profits damages for breach of oral contract"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Reliance damages — capitalization and equipment"",""amount"":829325,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Reliance damages — advertising"",""amount"":425000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Reliance damages — labor"",""amount"":425000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Reduction for failure to mitigate damages (Question 6b)"",""amount"":529375,""recipient"":""defendant"",""type"":""economic""}]","ok"
"1400778",NA,"corporation","corporation",NA,"corporation","corporation",NA,NA,NA,NA,NA,"1",NA,"1","09/12/2016",NA,"09/23/2016",NA,"10",NA,NA,NA,NA,"Judge Robert E. Blackburn",NA,"9","9",NA,"9","3","3","10:03 AM","12:08 PM","11:05 AM to 11:23 AM",18,107,"At 10:03 AM, voir dire by court commences; prior to that at 9:36 AM court in session, 9:38 AM civil voir dire oath given to jury panel, opening statements by the court, 9:42 AM court introduces plaintiff, 9:43 AM court introduces defendants, court introduces court staff, further statements by the court. At 12:08 PM civil jury oath administered; prior events at same session include bench conference ending at 12:00 PM and parties exercising peremptory challenges.",303,NA,1,"Day 1: 12:20 PM to 5:23 PM, 303 min",NA,NA,NA,NA,"defendant",NA,NA,NA,NA,NA,NA,NA
"501853",NA,"corporation, individual",NA,NA,"corporation",NA,NA,"Mixed",NA,NA,NA,"6",NA,"1","03/12/2007","03/12/2007",NA,"03/16/2007",NA,"5",NA,NA,NA,"Judge Robert E. Blackburn","Judge Robert E. Blackburn","8","8","40","3","3","3","9:23 AM","11:22 AM","10:20 AM to 10:30 AM",10,109,"At 11:17 a.m. the jury panel is sworn and the Court's Juror Code of Conduct is tendered to the jurors, before the court goes into recess at 11:22 a.m.",NA,NA,NA,NA,NA,NA,NA,NA,"judgement as a matter of law","defendant",NA,NA,NA,NA,NA,NA
"800495",NA,"corporation","corporation",NA,"individual, corporation","individual, corporation",NA,NA,NA,"Male",NA,"1",NA,"4","04/12/2010","04/12/2010","04/20/2010","04/20/2010","6","5",NA,NA,NA,"Judge Philip A. Brimmer","Judge Philip A. Brimmer","9","9",NA,NA,"3","3","08:55 AM","11:09 AM","10:25 AM to 10:41 AM",16,118,"At 10:50 a.m. jurors sworn and introductory jury instructions read, before opening statements by Mr. Gill at 11:09 a.m.",NA,"one or more days had unresolvable times — verify manually",1,NA,NA,NA,NA,NA,"plaintiff","plaintiff",NA,NA,NA,NA,NA,NA
