"case_id","Pl_type","Def_type","Pl_gender","Def_gender","Number_pl","Number_def","Outcome","Verdict_note","Non_economic_damages_requested","Punitive_damages_requested","Monetary_award","Non_economic_damages_awarded","Punitive_damages_awarded","Percent_plaintiff_liable","verdict_date","claude_notes","dai_field_name","dai_field_value","dai_amount","value_confidence","flag_for_review","Number_jurors","Trial_date","Judge","Jury_size","Jurors_brought","Excused_for_cause","Pl_peremptory","Def_peremptory","Voir_dire_minutes","Voir_Dire_Extras","Final_trial_day","Delib_start_time","Delib_end_time","notes","Deliberation_minutes","Deliberation_minutes_flag"
"2001194","corporation","corporation",NA,NA,"1","1","plaintiff",NA,"NO","YES","3880000",NA,"1500000",NA,"05/05/2023","Question 1(c) general damages: $700,000. Question 2(b) unreasonable denial of benefits: $1,400,000 (written over $700,000, final amount appears to be $1,400,000). Question 3(b) bad faith damages: $745,000 (written over $880,000, final amount appears to be $745,000). Question 3(d) punitive damages: $1,500,000. Question 4 total compensatory damages: $2,380,000. Grand total including punitive: $3,880,000. The OCR shows conflicting values on Q2(b) and Q3(b); the lower struck-through figures appear to be corrections.",NA,NA,NA,NA,NA,"9","05/01/2023","Judge Daniel D. Domenico","9",NA,"5","3","3","93",NA,"5","3:45 p.m.","6:19 p.m.","During deliberations, the jury submitted a question to the court. The court proposed a response at 4:59 p.m., Plaintiff objected; further discussion at 5:14 p.m., Plaintiff's objection overruled. Plaintiff's oral motion for directed verdict and Defendant's renewed oral motion for judgment as a matter of law were both taken under advisement. Exhibits and depositions were returned to counsel at the conclusion of trial. Total trial time recorded as 4:58.",154,NA
"2101408","individual","corporation","Female",NA,"1","1","plaintiff","Jury found breach of contract; defendant entitled to setoff of $7,172.64 against plaintiff's damages of $35,410.29, resulting in net award of $28,237.65","NO","NO","28237.65",NA,"0",NA,"09/25/2024","Breach of contract insurance dispute. Jury awarded plaintiff $35,410.29 in damages (Q3) but found defendant entitled to setoff of $7,172.64 (Q5), yielding a net award of $28,237.65.",NA,NA,NA,NA,NA,"9","09/23/2024","Judge Daniel D. Domenico","9",NA,"2","3","3","56","Recess from 10:39 a.m. to 11:19 a.m. (40 minutes) occurred during voir dire window; court in recess from 11:24 a.m. to 11:33 a.m. (9 minutes) for peremptory challenge deliberations before jury sworn at 11:36 a.m.","3","11:57 a.m.","4:03 p.m.","Jury sent a question during deliberations at 3:05 p.m.; court responded with no objection from counsel. Total trial time recorded as 1:50. Exhibits and depositions returned to counsel at conclusion of trial. Plaintiff's counsel ordered to submit form of final judgment by September 27, 2024.",246,NA
"2101748","individual","corporation","Male",NA,"1","1","plaintiff",NA,"YES","NO","413333.63","337112","0",NA,"06/29/2023","Section I awarded $76,221.63 for unreasonable delay of payment of benefits. Section II awarded $337,112.00 for noneconomic losses from bad faith breach of insurance contract. Total combined award is $413,333.63. The $337,112 figure on the form appears handwritten as '337,112.00' though OCR read it as '337,112000'; document review confirms $337,112.00.",NA,NA,NA,NA,NA,"8","06/26/2023","Judge Gordon P. Gallagher","9",NA,"8","3","3","87",NA,"4","1:49 p.m.","4:39 p.m.","The minutes record '12:22 a.m.' and '12:23 a.m.' which appear to be typographical errors for 12:22 p.m. and 12:23 p.m. based on the chronological context. Raul Sanchez is listed as present in the courtroom but does not appear as counsel of record for either party. Jury lunch provision ordered starting June 29, 2023 (two days after this trial day). Verdict was read at 4:39 p.m. and jury discharged at 4:46 p.m.",170,NA
"2102444","individual","corporation","Male",NA,"1","1","defendant","Jury found no breach of contract (Q1: No) and no unreasonable delay or denial of benefits (Q4: No); defendant prevailed on all counts","YES","NO","0","0","0",NA,"09/14/2023","Questions 2, 3a, 3b, 5, and 6 were left blank because the jury answered No to Q1 and Q4, following the conditional instructions on the form. The case involved an insurance dispute (UIM/UM coverage) arising from a motor vehicle accident.",NA,NA,NA,NA,NA,"9","09/11/2023","Judge Charlotte N. Sweeney","9","29","3","3","3","144","Court's preliminary remarks to jurors occurred between the 8:39 a.m. session start (when jurors were brought in, attorneys introduced, case stated, jurors called to box and sworn) and the 8:51 a.m. start of voir dire by the Court. A recess from 10:42 a.m. to 10:55 a.m. (13 minutes) occurred within the voir dire window and is subtracted. Voir dire ended at 11:22 a.m. when nine jurors were sworn.","4",NA,"10:41","Deliberation start time not recorded in this document; likely in prior day's minutes. Session lasted only 8 minutes. Verdict in favor of defendant. Plaintiff's Oral Motion for Judgment notwithstanding the verdict was denied.",NA,"one or more days had unresolvable times — verify manually"
"501917","corporation","corporation",NA,NA,"1","1","plaintiff","Jury awarded breach of contract damages of $150,660.21 and copyright infringement profits of $243,750.00. Court separately ordered DMCA statutory damages of $2,500 per violation x 47 violations = $117,500.00. Monetary_award reflects jury verdict amounts only (breach of contract + copyright infringement profits). Entry of judgment withheld pending briefs on prejudgment interest and attorney fees.","NO","NO","394410.21","0","0",NA,"12/14/2007","Jury awarded $150,660.21 for breach of license agreements and $243,750.00 for defendant's profits from copyright infringement (plaintiff's own losses from infringement were $0). Jury also found 47 DMCA violations; court ordered statutory damages of $2,500 per violation totaling $117,500.00 post-verdict. Total monetary_award of $394,410.21 reflects only the jury verdict amounts ($150,660.21 + $243,750.00); DMCA statutory damages were set by the court, not the jury.",NA,NA,NA,NA,NA,NA,"12/03/2007","Senior District Judge Richard P. Matsch","12",NA,"2","3","3",NA,"No explicit timestamps marking the start or end of voir dire are provided; jurors arrived at 8:36 a.m. and the bench conference regarding passing jurors for cause occurred at 11:34 a.m., but no timestamp is given for when jurors were selected or when voir dire concluded.","10",NA,"2:04 p.m.","Deliberations resumed at 9:00 a.m. (not started, as this is day ten). The jury sent a written question regarding DMCA; court re-instructed jurors over defendant's objection (overruled). Verdict reached same day. Verdict included: (1) $150,660.21 for breach of license agreements; (2) $0 for plaintiff's losses from copyright infringement, but $243,750.00 in defendant's profits from Nomad product; (3) 47 DMCA violations for removal of Copyright Management Information.",NA,"one or more days had unresolvable times — verify manually"
"601016","individual","individual","Male","Male","1","1","defendant","Jury answered NO to Question 1 (Due Process - excessive force), resulting in a verdict for the defendant. Certification B (defendant verdict) was signed and dated November 6, 2007.","YES","YES","0","0","0",NA,"11/06/2007","The jury found for the defendant by answering NO to the due process excessive force question (Question 1, Section I). The damages and punitive damages sections were not reached. Certification B (verdict for defendant) was signed with jurors' names redacted.",NA,NA,NA,NA,NA,"12","11/05/2007","Chief Judge Edward W. Nottingham","12","18","1","3","3","66","Plaintiff Lomax introduces himself (9:29 a.m.); Mr. Bigler introduces Defendant Penson and lists witnesses (9:30 a.m.) occurred between the start of voir dire and continued voir dire at 9:31 a.m.","2","10:38 a.m.","12:12 p.m.","Jury verdict was in favor of the defendant and against the plaintiff; case dismissed with prejudice. Total time in court was 1 hour 27 minutes. Court security officer was sworn at 10:37 a.m. Discussion regarding revision of verdict form occurred during deliberations.",94,NA
"601142","individual","city","Female",NA,"1","1","defendant","All questions answered in favor of defendant; Questions 7 and 8 (damages) were not reached because all liability questions were answered NO","YES","NO","0","0","0",NA,"04/21/2010","Jury found for defendant on all six liability questions: sex discrimination (Title VII), retaliation (Title VII), age discrimination (ADEA), willfulness of ADEA violation (Q4 skipped per instructions since Q3 was NO), civil rights discrimination, and Due Process violation. Damage questions (Q7 and Q8) were left blank as no liability was found.",NA,NA,NA,NA,NA,"6","04/12/2010","Senior Judge Walker D. Miller","8",NA,NA,"3","3","76",NA,"7","12:42 p.m.","4:41 p.m.","Defendant's Oral Motion for Judgment as a Matter of Law Under Rule 50 was partially granted (consumer credit reporting act claim dismissed as a matter of law) and partially taken under advisement. Rebuttal witness Justin Spaulding testified. Jury submitted a question (Court Exhibit 1) during deliberations; counsel stipulated to an answer. Verdict was read at 4:45 p.m. and accepted at 4:46 p.m. Total time in court: 4 hours, 18 minutes.",239,NA
"701355","federal government, corporation","corporation",NA,NA,"2","3","plaintiff","Jury Verdict Form No. 1 found in favor of plaintiffs Sun and/or F&D against JV and Travelers. Jury Verdict Form No. 2 found against JV on its counterclaims against Sun and F&D.","NO","NO","4143416",NA,"0",NA,"11/22/2010","Total damages awarded to Sun and/or F&D: $4,143,416.00. Of that amount, $1,300,000.00 is allocated to F&D pursuant to its assignment/subrogation claim. JV's counterclaims against Sun and F&D were rejected (NO on Question 1 of Form No. 2). Questions 2, 3, and 4 on Form No. 2 were left blank as a result.","2.
If your answer to Question No. 1 is YES, then enter the total amount of Sun and/or F&D's
damages, in an amount of not less than $1.00.","$ 4,143,416.00",4143416,0.66391695,TRUE,"8","11/01/2010","Judge Lewis T. Babcock","9",NA,"1","3","3","52","Jury panel sworn for voir dire at 09:35 before voir dire commenced at 09:45","15","09:03","01:50","Deliberations were already underway from a prior day; at 09:00 the jury resumed deliberations and recessed at 09:03. At 10:46 court reconvened without jury to address a jury question ('What was the total cost of the entire project that NIST paid to JV?'); counsel agreed on a written response directing jury to rely on their recollection. Verdict returned at 01:54 (jury present). Jury verdict form No. 1: Sun/F&D claims against JV and Travelers — YES, damages $4,143,416.00, with $1,300,000.00 allocated to F&D via assignment/subrogation. Jury verdict form No. 2: JV claims against Sun — NO. Jury polled, all answered affirmatively. Judgment ordered on verdict. Sun/F&D given 30 days to file motion for attorneys' fees, costs, and interest; JV given 30 days to file motion for judgment notwithstanding the verdict. Prevailing parties stipulated to prejudgment interest date of October 11, 2008; JV disputed that prejudgment interest should attach.",NA,"one or more days had unresolvable times — verify manually"
"701355","federal government, corporation","corporation",NA,NA,"2","3","plaintiff","Jury Verdict Form No. 1 found in favor of plaintiffs Sun and/or F&D against JV and Travelers. Jury Verdict Form No. 2 found against JV on its counterclaims against Sun and F&D.","NO","NO","4143416",NA,"0",NA,"11/22/2010","Total damages awarded to Sun and/or F&D: $4,143,416.00. Of that amount, $1,300,000.00 is allocated to F&D pursuant to its assignment/subrogation claim. JV's counterclaims against Sun and F&D were rejected (NO on Question 1 of Form No. 2). Questions 2, 3, and 4 on Form No. 2 were left blank as a result.","2.
If your answer to Question No. 1 is YES, then enter the total amount of Sun and/or F&D's
damages, in an amount of not less than $1.00.","$ 4,143,416.00",4143416,0.66391695,TRUE,"8",NA,"Judge Lewis T. Babcock",NA,NA,NA,NA,NA,NA,NA,"15","09:03","01:50","Deliberations were already underway from a prior day; at 09:00 the jury resumed deliberations and recessed at 09:03. At 10:46 court reconvened without jury to address a jury question ('What was the total cost of the entire project that NIST paid to JV?'); counsel agreed on a written response directing jury to rely on their recollection. Verdict returned at 01:54 (jury present). Jury verdict form No. 1: Sun/F&D claims against JV and Travelers — YES, damages $4,143,416.00, with $1,300,000.00 allocated to F&D via assignment/subrogation. Jury verdict form No. 2: JV claims against Sun — NO. Jury polled, all answered affirmatively. Judgment ordered on verdict. Sun/F&D given 30 days to file motion for attorneys' fees, costs, and interest; JV given 30 days to file motion for judgment notwithstanding the verdict. Prevailing parties stipulated to prejudgment interest date of October 11, 2008; JV disputed that prejudgment interest should attach.",NA,"one or more days had unresolvable times — verify manually"
"701355","federal government, corporation","corporation",NA,NA,"2","3","plaintiff","Jury Verdict Form No. 1 found in favor of plaintiffs Sun and/or F&D against JV and Travelers. Jury Verdict Form No. 2 found against JV on its counterclaims against Sun and F&D.","NO","NO","4143416",NA,"0",NA,"11/22/2010","Total damages awarded to Sun and/or F&D: $4,143,416.00. Of that amount, $1,300,000.00 is allocated to F&D pursuant to its assignment/subrogation claim. JV's counterclaims against Sun and F&D were rejected (NO on Question 1 of Form No. 2). Questions 2, 3, and 4 on Form No. 2 were left blank as a result.","3.
Enter the portion of the total amount set forth in Paragraph 2 above to which F&D is entitled
pursuant to its assignment/subrogation claim.","$1,300,000.00",1300000,0.6369972,TRUE,"8","11/01/2010","Judge Lewis T. Babcock","9",NA,"1","3","3","52","Jury panel sworn for voir dire at 09:35 before voir dire commenced at 09:45","15","09:03","01:50","Deliberations were already underway from a prior day; at 09:00 the jury resumed deliberations and recessed at 09:03. At 10:46 court reconvened without jury to address a jury question ('What was the total cost of the entire project that NIST paid to JV?'); counsel agreed on a written response directing jury to rely on their recollection. Verdict returned at 01:54 (jury present). Jury verdict form No. 1: Sun/F&D claims against JV and Travelers — YES, damages $4,143,416.00, with $1,300,000.00 allocated to F&D via assignment/subrogation. Jury verdict form No. 2: JV claims against Sun — NO. Jury polled, all answered affirmatively. Judgment ordered on verdict. Sun/F&D given 30 days to file motion for attorneys' fees, costs, and interest; JV given 30 days to file motion for judgment notwithstanding the verdict. Prevailing parties stipulated to prejudgment interest date of October 11, 2008; JV disputed that prejudgment interest should attach.",NA,"one or more days had unresolvable times — verify manually"
"701355","federal government, corporation","corporation",NA,NA,"2","3","plaintiff","Jury Verdict Form No. 1 found in favor of plaintiffs Sun and/or F&D against JV and Travelers. Jury Verdict Form No. 2 found against JV on its counterclaims against Sun and F&D.","NO","NO","4143416",NA,"0",NA,"11/22/2010","Total damages awarded to Sun and/or F&D: $4,143,416.00. Of that amount, $1,300,000.00 is allocated to F&D pursuant to its assignment/subrogation claim. JV's counterclaims against Sun and F&D were rejected (NO on Question 1 of Form No. 2). Questions 2, 3, and 4 on Form No. 2 were left blank as a result.","3.
Enter the portion of the total amount set forth in Paragraph 2 above to which F&D is entitled
pursuant to its assignment/subrogation claim.","$1,300,000.00",1300000,0.6369972,TRUE,"8",NA,"Judge Lewis T. Babcock",NA,NA,NA,NA,NA,NA,NA,"15","09:03","01:50","Deliberations were already underway from a prior day; at 09:00 the jury resumed deliberations and recessed at 09:03. At 10:46 court reconvened without jury to address a jury question ('What was the total cost of the entire project that NIST paid to JV?'); counsel agreed on a written response directing jury to rely on their recollection. Verdict returned at 01:54 (jury present). Jury verdict form No. 1: Sun/F&D claims against JV and Travelers — YES, damages $4,143,416.00, with $1,300,000.00 allocated to F&D via assignment/subrogation. Jury verdict form No. 2: JV claims against Sun — NO. Jury polled, all answered affirmatively. Judgment ordered on verdict. Sun/F&D given 30 days to file motion for attorneys' fees, costs, and interest; JV given 30 days to file motion for judgment notwithstanding the verdict. Prevailing parties stipulated to prejudgment interest date of October 11, 2008; JV disputed that prejudgment interest should attach.",NA,"one or more days had unresolvable times — verify manually"
"800495","individual","individual","Male","Male","1","1","defendant","Jury answered NO to Question 1 (Due Process - excessive force), resulting in a verdict for the defendant. Certification B (defendant verdict) was signed and dated November 6, 2007.","YES","YES","0","0","0",NA,"11/06/2007","The jury found against the plaintiff on the threshold liability question (Question 1 - Due Process/excessive taser use), checking NO. Certification B (verdict for Defendant) was signed. Damages questions were not reached. The compensatory damages question did not specify economic vs. non-economic breakdown, but the form asked generally about injuries caused by unlawful conduct, which could encompass non-economic damages.",NA,NA,NA,NA,NA,"9","04/12/2010","Judge Philip A. Brimmer","9",NA,NA,"3","3","39","Court introduces itself and staff; counsel introduces themselves and reads their lists of witnesses (between 8:50 a.m. session start and 8:55 a.m. voir dire begin). Recess from 10:25 a.m. to 10:41 a.m. (16 minutes) subtracted; peremptory challenges recorded after 10:41 a.m. court session before jurors sworn at 10:50 a.m.","6",NA,"10:27 a.m.","Deliberations were already underway at 9:00 a.m. when the record begins, indicating they started on a prior day. The court received the jury's note indicating a verdict at 9:57 a.m. Jurors were briefly sent back at 10:36 a.m. to complete verdict forms before returning at 10:40 a.m. for publication of the verdict. Post-trial orders included simultaneous briefs on injunction and declaratory claims within 30 days, and motions for additional time for post-trial motions, fees/costs, and dismissal of claims against Charles Sweeney.",NA,"one or more days had unresolvable times — verify manually"
"800495","corporation","corporation, individual",NA,"Male","1","2","plaintiff","Plaintiff RSI found 25% liable for conversion claim; defendant Vincent Hamm found 50% liable, Edward Sweeney 25% liable for conversion. For breach of fiduciary duty claim, Vincent Hamm found 100% liable. Total actual damages award against Vincent Hamm is $265,138.","NO","NO","265138",NA,"0","25","04/20/2010","This is Special Verdict Form A covering RSI's claims only. Conversion claim: $212,685 actual damages against Vincent Hamm (Q3); $0 against Aim High (Q6). Breach of fiduciary duty claim: $52,453 actual damages against Vincent Hamm (Q9). Combined award against Vincent Hamm: $265,138. No damages awarded against Aim High! Inc. or 1 Domain Source Ltd. For conversion fault allocation: Vincent Hamm 50%, RSI 25%, Edward Sweeney 25%, Aim High 0%, 1 Domain Source 0%, Kim Keeling-Hamm 0%. For breach of fiduciary duty fault allocation: Vincent Hamm 100%. Unjust enrichment claim against 1 Domain Source failed.","Award of actual damages to RSI:","$ 265,138 against Vincent Hamm",NA,0.45760235,TRUE,"9","04/12/2010","Judge Philip A. Brimmer","9",NA,NA,"3","3","39","Court introduces itself and staff; counsel introduces themselves and reads their lists of witnesses (between 8:50 a.m. session start and 8:55 a.m. voir dire begin). Recess from 10:25 a.m. to 10:41 a.m. (16 minutes) subtracted; peremptory challenges recorded after 10:41 a.m. court session before jurors sworn at 10:50 a.m.","6",NA,"10:27 a.m.","Deliberations were already underway at 9:00 a.m. when the record begins, indicating they started on a prior day. The court received the jury's note indicating a verdict at 9:57 a.m. Jurors were briefly sent back at 10:36 a.m. to complete verdict forms before returning at 10:40 a.m. for publication of the verdict. Post-trial orders included simultaneous briefs on injunction and declaratory claims within 30 days, and motions for additional time for post-trial motions, fees/costs, and dismissal of claims against Charles Sweeney.",NA,"one or more days had unresolvable times — verify manually"
"800495","corporation","corporation, individual",NA,"Male","1","2","plaintiff","This is Special Verdict Form B covering counterclaims and third party claims by Vincent Hamm and Aim High Inc. against RSI, Edward Sweeney, and Capital Networks PTY Ltd. Jury found for Hamm/Aim High on conversion against Sweeney ($3,500) and breach of contract against RSI ($44,315). Total award: $47,815.","NO","NO","47815",NA,"0",NA,"04/20/2010","This verdict form covers counterclaims/third party claims only (Form B). Counterclaimants/Third Party Plaintiffs are Vincent Hamm and Aim High Inc. (individuals/corporation acting as counter-plaintiffs). Jury awarded $3,500 against Edward Sweeney (conversion) and $44,315 against Registry Systems International Ltd. (breach of contract). $0 against Capital Networks PTY Ltd. Fraud, promissory estoppel, and unjust enrichment claims all failed. Answer No. 18 for promissory estoppel damages appears crossed out and corrected to $0.",NA,NA,NA,NA,NA,"9","04/12/2010","Judge Philip A. Brimmer","9",NA,NA,"3","3","39","Court introduces itself and staff; counsel introduces themselves and reads their lists of witnesses (between 8:50 a.m. session start and 8:55 a.m. voir dire begin). Recess from 10:25 a.m. to 10:41 a.m. (16 minutes) subtracted; peremptory challenges recorded after 10:41 a.m. court session before jurors sworn at 10:50 a.m.","6",NA,"10:27 a.m.","Deliberations were already underway at 9:00 a.m. when the record begins, indicating they started on a prior day. The court received the jury's note indicating a verdict at 9:57 a.m. Jurors were briefly sent back at 10:36 a.m. to complete verdict forms before returning at 10:40 a.m. for publication of the verdict. Post-trial orders included simultaneous briefs on injunction and declaratory claims within 30 days, and motions for additional time for post-trial motions, fees/costs, and dismissal of claims against Charles Sweeney.",NA,"one or more days had unresolvable times — verify manually"
"800996","individual","individual","Mixed","Male","2","1","defendant","Jury found defendant not negligent on Question 1; remaining questions not answered","YES","NO","0","0","0",NA,"03/18/2010","Jury answered No to Question 1 (negligence), so all subsequent questions regarding causation, damages, and comparative fault were left unanswered per instructions on the form.",NA,NA,NA,NA,NA,"10","03/15/2010","Senior District Judge Richard P. Matsch","12",NA,"3","3","3","95","Recess from 10:42 a.m. to 11:07 a.m. occurred after jurors were selected but before jurors were sworn; court instructed jurors and excused them between selection and recess","4","9:41 a.m.","12:28 p.m.","Deliberation start time is inferred from the court recess at 9:41 a.m., immediately after jurors were excused to begin deliberations. The verdict was for the defendant. Total session time recorded as 51 minutes. Redacted verdict attached; exhibits and depositions returned to counsel.",167,NA
"900908","individual","corporation","Female",NA,"1","1","defendant","Jury answered No to all three threshold questions (hostile work environment, supervisor creation, damages), ending deliberations before reaching remaining questions","YES","YES","0","0","0",NA,"10/06/2011","Questions 4 through 7(c) were left blank because the jury answered No to questions 1, 2, and 3, triggering the instruction that no further answers were required.",".
That the Plaintiff suffered damages as a proximate or legal result of such hostile","Answer: Yes or No No",NA,0.5057862,TRUE,"10","10/03/2011","Chief Judge Wiley Y. Daniel","10",NA,"3","3","3","175","Voir dire oath given at 10:02 a.m. before voir dire by Court commenced at 10:12 a.m.; recess from 11:43 a.m. to 12:02 p.m. (19 minutes) subtracted from total","4",NA,"10:30 a.m.","Deliberations resumed at 9:00 a.m. (not started fresh — jury arrived to resume deliberations from a prior day). Verdict reached and announced at 10:33 a.m. Jury polled at 10:35 a.m. and discharged at 10:37 a.m. Exhibits returned to counsel at conclusion of trial. Total court session time recorded as 7 minutes.",NA,"one or more days had unresolvable times — verify manually"
"902413","corporation","city, individual",NA,"Male","1","2","defendant","Jury found no breach of contract; Question 2 (damages) was not answered per instructions","NO","NO","0","0","0",NA,"08/21/2012","Verdict form answered No to breach of contract (Question 1), so damages question was skipped per instructions. Defendant Carl S. McGuire II named in his official capacity only. Verdict date inferred from handwritten '21' day of August 2012 on certification page.",NA,NA,NA,NA,NA,"10","08/20/2012","Chief Judge Wiley Y. Daniel","10",NA,NA,"3","3","97","Voir dire oath given at 10:19 a.m. before voir dire by Court commenced at 10:29 a.m.","7","9:00 a.m.","3:53 p.m.","Jury sent a note during deliberations at 11:37 a.m.; court responded at 11:41 a.m. and jury resumed deliberations at 11:43 a.m. Jury was not polled after verdict was read. Exhibits returned to counsel at conclusion of trial. Total court session time recorded as 17 minutes.",413,NA
"902413","corporation","city, individual",NA,"Male","1","2","defendant","All four liability questions answered No; damages section not reached","NO","YES","0",NA,"0",NA,"08/29/2012","Jury found for defendants on all counts — procedural due process (Q1, Q2) and substantive due process (Q3, Q4) under 42 U.S.C. § 1983 / 14th Amendment. Damages section was not completed because all liability questions were answered No.",NA,NA,NA,NA,NA,"10","08/20/2012","Chief Judge Wiley Y. Daniel","10",NA,NA,"3","3","97","Voir dire oath given at 10:19 a.m. before voir dire by Court commenced at 10:29 a.m.","7","9:00 a.m.","3:53 p.m.","Jury sent a note during deliberations at 11:37 a.m.; court responded at 11:41 a.m. and jury resumed deliberations at 11:43 a.m. Jury was not polled after verdict was read. Exhibits returned to counsel at conclusion of trial. Total court session time recorded as 17 minutes.",413,NA
"902434","individual","individual","Female","Female","1","1","defendant","Defendant prevailed on all three claims: assault, battery, and intentional infliction of emotional distress","YES","NO","0","0","0",NA,"01/15/2013","Jury found for defendant on all three claims (assault Q1, battery Q3, intentional infliction of emotional distress Q5). Damage questions Q2, Q4, and Q6 were skipped as a result. The IIED claim (Q5) also included emotional distress damages which would qualify as non-economic damages, hence YES for non-economic damages requested.",NA,NA,NA,NA,NA,"8","01/14/2013","Judge William J. Martínez","8",NA,"2","3","3","61",NA,"2",NA,"01:11","Deliberation start time not explicitly recorded; jury was excused at 09:05 a.m. until 10:00 a.m. but that was not for deliberations. Jury Bailiff was sworn at 11:30 and court recessed at 11:35, suggesting deliberations began around 11:30-11:35, but no explicit 'jury excused to deliberate' timestamp is recorded. Defendant's renewed Rule 50(a)(1) motion was granted as to punitive damages and denied in all other respects. Also present was Reesha Trznadel, Esq. from the United States Department of Energy. Trial time recorded as two hours and eleven minutes.",NA,"one or more days had unresolvable times — verify manually"
"902977","corporation","corporation",NA,NA,"1","1","plaintiff",NA,"NO","NO","1144950","0","0",NA,"07/07/2011","Jury found oral contract existed, was breached, and caused damages. Lost profits awarded: $0. Reliance damages awarded: $829,325 (capitalization and equipment) + $425,000 (advertising) + $425,000 (labor) = $1,679,325 total. Jury also found plaintiff failed to mitigate and reduced damages by $529,375, resulting in net award of $1,149,950. OCR reference shows reliance damages (capitalization and equipment) as $824,325 but document reads $829,325; used document value. Final net: $1,679,325 - $529,375 = $1,149,950.","Reliance damages:","824,325 (capitalization and equipment)",NA,0.7115162,TRUE,NA,"06/27/2011","Judge Robert E. Blackburn","9","15","1","3","3","109","Counsel introductions by Mr. Smeltzer (8:49 a.m.) and Mr. Dunn (8:50 a.m.), court introduces court staff (8:51 a.m.) occurring between voir dire start and recess; bench conference (10:56-10:58 a.m.) and peremptory challenges occurring between recess end and jury oath at 11:07 a.m.","7",NA,"2:03 p.m.","Deliberations were already in progress when court convened at 9:02 a.m., indicating they began on a prior day. The deliberation end time is inferred from the 2:03 p.m. 'Court in session' entry, at which point counsel were informed the jury had reached a unanimous verdict. Defendant's oral motion for judgment as a matter of law under Rule 50(a) was denied. Judgment to enter per Rule 58; costs taxed per Rule 54(b)(1) and Local Rule 54.1. Trial concluded.",NA,"one or more days had unresolvable times — verify manually"
"501853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","03/12/2007","Judge Robert E. Blackburn","8","40","3","3","3","97",NA,NA,NA,NA,NA,NA,NA
